,location,date,vaccine,total_vaccinations
4773,Chile,2021-01-25,Pfizer/BioNTech,66793
4774,Chile,2021-01-26,Pfizer/BioNTech,67407
4775,Chile,2021-01-27,Pfizer/BioNTech,67442
4776,Chile,2021-01-29,Pfizer/BioNTech,67447
4777,Chile,2021-01-30,Pfizer/BioNTech,67448
4778,Chile,2021-01-31,Pfizer/BioNTech,67449
4779,Chile,2021-02-01,Pfizer/BioNTech,67450
4780,Chile,2021-02-02,Pfizer/BioNTech,67460
4781,Chile,2021-02-02,Sinovac,13189
4782,Chile,2021-02-03,Pfizer/BioNTech,67463
4783,Chile,2021-02-03,Sinovac,183394
4784,Chile,2021-02-04,Pfizer/BioNTech,69593
4785,Chile,2021-02-04,Sinovac,357239
4786,Chile,2021-02-05,Pfizer/BioNTech,70284
4787,Chile,2021-02-05,Sinovac,525901
4788,Chile,2021-02-06,Pfizer/BioNTech,70290
4789,Chile,2021-02-06,Sinovac,553745
4790,Chile,2021-02-07,Pfizer/BioNTech,70293
4791,Chile,2021-02-07,Sinovac,562378
4792,Chile,2021-02-08,Pfizer/BioNTech,82097
4793,Chile,2021-02-08,Sinovac,783594
4794,Chile,2021-02-09,Pfizer/BioNTech,101584
4795,Chile,2021-02-09,Sinovac,1025778
4796,Chile,2021-02-10,Pfizer/BioNTech,110040
4797,Chile,2021-02-10,Sinovac,1297885
4798,Chile,2021-02-11,Pfizer/BioNTech,113116
4799,Chile,2021-02-11,Sinovac,1548929
4800,Chile,2021-02-12,Pfizer/BioNTech,113476
4801,Chile,2021-02-12,Sinovac,1777902
4802,Chile,2021-02-13,Pfizer/BioNTech,113509
4803,Chile,2021-02-13,Sinovac,1807422
4804,Chile,2021-02-14,Sinovac,1811888
4805,Chile,2021-02-15,Pfizer/BioNTech,113513
4806,Chile,2021-02-15,Sinovac,2077666
4807,Chile,2021-02-16,Pfizer/BioNTech,113527
4808,Chile,2021-02-16,Sinovac,2297664
4809,Chile,2021-02-17,Sinovac,2485638
4810,Chile,2021-02-18,Pfizer/BioNTech,113530
4811,Chile,2021-02-18,Sinovac,2640861
4812,Chile,2021-02-19,Pfizer/BioNTech,113533
4813,Chile,2021-02-19,Sinovac,2782947
4814,Chile,2021-02-20,Pfizer/BioNTech,113535
4815,Chile,2021-02-20,Sinovac,2792585
4816,Chile,2021-02-21,Sinovac,2793748
4817,Chile,2021-02-22,Pfizer/BioNTech,125651
4818,Chile,2021-02-22,Sinovac,2889754
4819,Chile,2021-02-23,Pfizer/BioNTech,150496
4820,Chile,2021-02-23,Sinovac,2959147
4821,Chile,2021-02-24,Pfizer/BioNTech,179014
4822,Chile,2021-02-24,Sinovac,3016894
4823,Chile,2021-02-25,Pfizer/BioNTech,212763
4824,Chile,2021-02-25,Sinovac,3069253
4825,Chile,2021-02-26,Pfizer/BioNTech,242518
4826,Chile,2021-02-26,Sinovac,3117916
4827,Chile,2021-02-27,Pfizer/BioNTech,248844
4828,Chile,2021-02-27,Sinovac,3121640
4829,Chile,2021-02-28,Pfizer/BioNTech,248846
4830,Chile,2021-02-28,Sinovac,3121992
4831,Chile,2021-03-01,Pfizer/BioNTech,263750
4832,Chile,2021-03-01,Sinovac,3244645
4833,Chile,2021-03-02,Pfizer/BioNTech,294674
4834,Chile,2021-03-02,Sinovac,3385072
4835,Chile,2021-03-03,Pfizer/BioNTech,313250
4836,Chile,2021-03-03,Sinovac,3678318
4837,Chile,2021-03-04,Pfizer/BioNTech,322368
4838,Chile,2021-03-04,Sinovac,3979643
4839,Chile,2021-03-05,Pfizer/BioNTech,328129
4840,Chile,2021-03-05,Sinovac,4271752
4841,Chile,2021-03-06,Pfizer/BioNTech,328476
4842,Chile,2021-03-06,Sinovac,4305196
4843,Chile,2021-03-07,Pfizer/BioNTech,328592
4844,Chile,2021-03-07,Sinovac,4313052
4845,Chile,2021-03-08,Pfizer/BioNTech,341192
4846,Chile,2021-03-08,Sinovac,4650964
4847,Chile,2021-03-09,Pfizer/BioNTech,378785
4848,Chile,2021-03-09,Sinovac,4989799
4849,Chile,2021-03-10,Pfizer/BioNTech,420410
4850,Chile,2021-03-10,Sinovac,5349434
4851,Chile,2021-03-11,Pfizer/BioNTech,466161
4852,Chile,2021-03-11,Sinovac,5720706
4853,Chile,2021-03-12,Pfizer/BioNTech,483579
4854,Chile,2021-03-12,Sinovac,6077655
4855,Chile,2021-03-13,Pfizer/BioNTech,484132
4856,Chile,2021-03-13,Sinovac,6127577
4857,Chile,2021-03-14,Sinovac,6134168
4858,Chile,2021-03-15,Pfizer/BioNTech,508069
4859,Chile,2021-03-15,Sinovac,6540596
4860,Chile,2021-03-16,Pfizer/BioNTech,561642
4861,Chile,2021-03-16,Sinovac,6897371
4862,Chile,2021-03-17,Pfizer/BioNTech,617195
4863,Chile,2021-03-17,Sinovac,7209202
4864,Chile,2021-03-18,Pfizer/BioNTech,666855
4865,Chile,2021-03-18,Sinovac,7494625
4866,Chile,2021-03-19,Pfizer/BioNTech,690042
4867,Chile,2021-03-19,Sinovac,7766118
4868,Chile,2021-03-20,Pfizer/BioNTech,691966
4869,Chile,2021-03-20,Sinovac,7798410
4870,Chile,2021-03-21,Pfizer/BioNTech,691976
4871,Chile,2021-03-21,Sinovac,7802425
4872,Chile,2021-03-22,Pfizer/BioNTech,728105
4873,Chile,2021-03-22,Sinovac,8035156
4874,Chile,2021-03-23,Pfizer/BioNTech,788056
4875,Chile,2021-03-23,Sinovac,8216209
4876,Chile,2021-03-24,Pfizer/BioNTech,840975
4877,Chile,2021-03-24,Sinovac,8382456
4878,Chile,2021-03-25,Pfizer/BioNTech,895623
4879,Chile,2021-03-25,Sinovac,8540618
4880,Chile,2021-03-26,Pfizer/BioNTech,934103
4881,Chile,2021-03-26,Sinovac,8719962
4882,Chile,2021-03-27,Pfizer/BioNTech,936139
4883,Chile,2021-03-27,Sinovac,8733628
4884,Chile,2021-03-28,Sinovac,8735022
4885,Chile,2021-03-29,Pfizer/BioNTech,958230
4886,Chile,2021-03-29,Sinovac,8979824
4887,Chile,2021-03-30,Pfizer/BioNTech,1015757
4888,Chile,2021-03-30,Sinovac,9201079
4889,Chile,2021-03-31,Pfizer/BioNTech,1061958
4890,Chile,2021-03-31,Sinovac,9435326
4891,Chile,2021-04-01,Pfizer/BioNTech,1085768
4892,Chile,2021-04-01,Sinovac,9715022
4893,Chile,2021-04-02,Pfizer/BioNTech,1085995
4894,Chile,2021-04-02,Sinovac,9721904
4895,Chile,2021-04-03,Pfizer/BioNTech,1086188
4896,Chile,2021-04-03,Sinovac,9724941
4897,Chile,2021-04-04,Pfizer/BioNTech,1086199
4898,Chile,2021-04-04,Sinovac,9726064
4899,Chile,2021-04-05,Pfizer/BioNTech,1117382
4900,Chile,2021-04-05,Sinovac,9979887
4901,Chile,2021-04-06,Pfizer/BioNTech,1200210
4902,Chile,2021-04-06,Sinovac,10137062
4903,Chile,2021-04-07,Pfizer/BioNTech,1289528
4904,Chile,2021-04-07,Sinovac,10281169
4905,Chile,2021-04-08,Pfizer/BioNTech,1367833
4906,Chile,2021-04-08,Sinovac,10442559
4907,Chile,2021-04-09,Pfizer/BioNTech,1417112
4908,Chile,2021-04-09,Sinovac,10612380
4909,Chile,2021-04-10,Pfizer/BioNTech,1424949
4910,Chile,2021-04-10,Sinovac,10630592
4911,Chile,2021-04-11,Pfizer/BioNTech,1425455
4912,Chile,2021-04-11,Sinovac,10632544
4913,Chile,2021-04-12,Pfizer/BioNTech,1490304
4914,Chile,2021-04-12,Sinovac,10804958
4915,Chile,2021-04-13,Pfizer/BioNTech,1578572
4916,Chile,2021-04-13,Sinovac,10952171
4917,Chile,2021-04-14,Pfizer/BioNTech,1668188
4918,Chile,2021-04-14,Sinovac,11092283
4919,Chile,2021-04-15,Pfizer/BioNTech,1736281
4920,Chile,2021-04-15,Sinovac,11231573
4921,Chile,2021-04-16,Pfizer/BioNTech,1787072
4922,Chile,2021-04-16,Sinovac,11375219
4923,Chile,2021-04-17,Pfizer/BioNTech,1793004
4924,Chile,2021-04-17,Sinovac,11391593
4925,Chile,2021-04-18,Pfizer/BioNTech,1793684
4926,Chile,2021-04-18,Sinovac,11393556
4927,Chile,2021-04-19,Pfizer/BioNTech,1817781
4928,Chile,2021-04-19,Sinovac,11564781
4929,Chile,2021-04-20,Pfizer/BioNTech,1862311
4930,Chile,2021-04-20,Sinovac,11709827
4931,Chile,2021-04-21,Pfizer/BioNTech,1908402
4932,Chile,2021-04-21,Sinovac,11841504
4933,Chile,2021-04-22,Pfizer/BioNTech,1955595
4934,Chile,2021-04-22,Sinovac,11995236
4935,Chile,2021-04-23,Pfizer/BioNTech,1984604
4936,Chile,2021-04-23,Sinovac,12150037
4937,Chile,2021-04-24,Pfizer/BioNTech,1987006
4938,Chile,2021-04-24,Sinovac,12165338
4939,Chile,2021-04-25,Pfizer/BioNTech,1987008
4940,Chile,2021-04-25,Sinovac,12166382
4941,Chile,2021-04-26,Pfizer/BioNTech,2032434
4942,Chile,2021-04-26,Sinovac,12317894
4943,Chile,2021-04-27,Pfizer/BioNTech,2096353
4944,Chile,2021-04-27,Sinovac,12425653
4945,Chile,2021-04-28,Oxford/AstraZeneca,3606
4946,Chile,2021-04-28,Pfizer/BioNTech,2151271
4947,Chile,2021-04-28,Sinovac,12536422
4948,Chile,2021-04-29,Oxford/AstraZeneca,10151
4949,Chile,2021-04-29,Pfizer/BioNTech,2183873
4950,Chile,2021-04-29,Sinovac,12652876
4951,Chile,2021-04-30,Oxford/AstraZeneca,23885
4952,Chile,2021-04-30,Pfizer/BioNTech,2214952
4953,Chile,2021-04-30,Sinovac,12696099
4954,Chile,2021-05-01,Oxford/AstraZeneca,24171
4955,Chile,2021-05-01,Pfizer/BioNTech,2216129
4956,Chile,2021-05-01,Sinovac,12696937
4957,Chile,2021-05-02,Oxford/AstraZeneca,24353
4958,Chile,2021-05-02,Pfizer/BioNTech,2216524
4959,Chile,2021-05-02,Sinovac,12697828
4960,Chile,2021-05-03,Oxford/AstraZeneca,44453
4961,Chile,2021-05-03,Pfizer/BioNTech,2240466
4962,Chile,2021-05-03,Sinovac,12805909
4963,Chile,2021-05-04,Oxford/AstraZeneca,61226
4964,Chile,2021-05-04,Pfizer/BioNTech,2286663
4965,Chile,2021-05-04,Sinovac,12912790
4966,Chile,2021-05-05,Oxford/AstraZeneca,71055
4967,Chile,2021-05-05,Pfizer/BioNTech,2335291
4968,Chile,2021-05-05,Sinovac,13029667
4969,Chile,2021-05-06,Oxford/AstraZeneca,78272
4970,Chile,2021-05-06,Pfizer/BioNTech,2376216
4971,Chile,2021-05-06,Sinovac,13139972
4972,Chile,2021-05-07,Oxford/AstraZeneca,82419
4973,Chile,2021-05-07,Pfizer/BioNTech,2410262
4974,Chile,2021-05-07,Sinovac,13249956
4975,Chile,2021-05-08,Oxford/AstraZeneca,83089
4976,Chile,2021-05-08,Pfizer/BioNTech,2415999
4977,Chile,2021-05-08,Sinovac,13269150
4978,Chile,2021-05-09,Oxford/AstraZeneca,83159
4979,Chile,2021-05-09,Pfizer/BioNTech,2416066
4980,Chile,2021-05-09,Sinovac,13270425
4981,Chile,2021-05-10,Oxford/AstraZeneca,86115
4982,Chile,2021-05-10,Pfizer/BioNTech,2455640
4983,Chile,2021-05-10,Sinovac,13401846
4984,Chile,2021-05-11,Oxford/AstraZeneca,88098
4985,Chile,2021-05-11,Pfizer/BioNTech,2521872
4986,Chile,2021-05-11,Sinovac,13526536
4987,Chile,2021-05-12,Oxford/AstraZeneca,89765
4988,Chile,2021-05-12,Pfizer/BioNTech,2581404
4989,Chile,2021-05-12,Sinovac,13648852
4990,Chile,2021-05-13,Oxford/AstraZeneca,90317
4991,Chile,2021-05-13,Pfizer/BioNTech,2629385
4992,Chile,2021-05-13,Sinovac,13758134
4993,Chile,2021-05-14,Oxford/AstraZeneca,90562
4994,Chile,2021-05-14,Pfizer/BioNTech,2674378
4995,Chile,2021-05-14,Sinovac,13872571
4996,Chile,2021-05-15,Oxford/AstraZeneca,90602
4997,Chile,2021-05-15,Pfizer/BioNTech,2674673
4998,Chile,2021-05-15,Sinovac,13873702
4999,Chile,2021-05-16,Pfizer/BioNTech,2674756
5000,Chile,2021-05-16,Sinovac,13874060
5001,Chile,2021-05-17,Oxford/AstraZeneca,90897
5002,Chile,2021-05-17,Pfizer/BioNTech,2728202
5003,Chile,2021-05-17,Sinovac,13992182
5004,Chile,2021-05-18,Oxford/AstraZeneca,92327
5005,Chile,2021-05-18,Pfizer/BioNTech,2806942
5006,Chile,2021-05-18,Sinovac,14096023
5007,Chile,2021-05-19,Oxford/AstraZeneca,98845
5008,Chile,2021-05-19,Pfizer/BioNTech,2886577
5009,Chile,2021-05-19,Sinovac,14177061
5010,Chile,2021-05-20,Oxford/AstraZeneca,105564
5011,Chile,2021-05-20,Pfizer/BioNTech,2957648
5012,Chile,2021-05-20,Sinovac,14291328
5013,Chile,2021-05-21,Oxford/AstraZeneca,105635
5014,Chile,2021-05-21,Pfizer/BioNTech,2964851
5015,Chile,2021-05-21,Sinovac,14293907
5016,Chile,2021-05-22,Oxford/AstraZeneca,106128
5017,Chile,2021-05-22,Pfizer/BioNTech,2977565
5018,Chile,2021-05-22,Sinovac,14313926
5019,Chile,2021-05-23,Oxford/AstraZeneca,106148
5020,Chile,2021-05-23,Pfizer/BioNTech,2978696
5021,Chile,2021-05-23,Sinovac,14317067
5022,Chile,2021-05-24,Oxford/AstraZeneca,118560
5023,Chile,2021-05-24,Pfizer/BioNTech,3053019
5024,Chile,2021-05-24,Sinovac,14467526
5025,Chile,2021-05-25,Oxford/AstraZeneca,136135
5026,Chile,2021-05-25,Pfizer/BioNTech,3164566
5027,Chile,2021-05-25,Sinovac,14585363
5028,Chile,2021-05-26,Oxford/AstraZeneca,161525
5029,Chile,2021-05-26,Pfizer/BioNTech,3238811
5030,Chile,2021-05-26,Sinovac,14714902
5031,Chile,2021-05-27,Oxford/AstraZeneca,195461
5032,Chile,2021-05-27,Pfizer/BioNTech,3295588
5033,Chile,2021-05-27,Sinovac,14827567
5034,Chile,2021-05-28,Oxford/AstraZeneca,227572
5035,Chile,2021-05-28,Pfizer/BioNTech,3343691
5036,Chile,2021-05-28,Sinovac,14933874
5037,Chile,2021-05-29,Oxford/AstraZeneca,236018
5038,Chile,2021-05-29,Pfizer/BioNTech,3355958
5039,Chile,2021-05-29,Sinovac,14960564
5040,Chile,2021-05-30,Oxford/AstraZeneca,237411
5041,Chile,2021-05-30,Pfizer/BioNTech,3357522
5042,Chile,2021-05-30,Sinovac,14967709
5043,Chile,2021-05-31,CanSino,0
5044,Chile,2021-05-31,Oxford/AstraZeneca,281214
5045,Chile,2021-05-31,Pfizer/BioNTech,3425724
5046,Chile,2021-05-31,Sinovac,15071522
5047,Chile,2021-06-01,Oxford/AstraZeneca,326633
5048,Chile,2021-06-01,Pfizer/BioNTech,3529195
5049,Chile,2021-06-01,Sinovac,15133924
5050,Chile,2021-06-02,Oxford/AstraZeneca,359119
5051,Chile,2021-06-02,Pfizer/BioNTech,3609340
5052,Chile,2021-06-02,Sinovac,15202340
5053,Chile,2021-06-03,Oxford/AstraZeneca,361466
5054,Chile,2021-06-03,Pfizer/BioNTech,3656943
5055,Chile,2021-06-03,Sinovac,15276708
5056,Chile,2021-06-04,Oxford/AstraZeneca,363021
5057,Chile,2021-06-04,Pfizer/BioNTech,3681510
5058,Chile,2021-06-04,Sinovac,15361584
5059,Chile,2021-06-05,Oxford/AstraZeneca,363332
5060,Chile,2021-06-05,Pfizer/BioNTech,3686628
5061,Chile,2021-06-05,Sinovac,15383988
5062,Chile,2021-06-06,Oxford/AstraZeneca,363363
5063,Chile,2021-06-06,Pfizer/BioNTech,3687221
5064,Chile,2021-06-06,Sinovac,15386591
5065,Chile,2021-06-07,Oxford/AstraZeneca,365319
5066,Chile,2021-06-07,Pfizer/BioNTech,3698993
5067,Chile,2021-06-07,Sinovac,15527003
5068,Chile,2021-06-08,Oxford/AstraZeneca,367006
5069,Chile,2021-06-08,Pfizer/BioNTech,3712669
5070,Chile,2021-06-08,Sinovac,15676550
5071,Chile,2021-06-09,Oxford/AstraZeneca,368977
5072,Chile,2021-06-09,Pfizer/BioNTech,3724989
5073,Chile,2021-06-09,Sinovac,15839365
5074,Chile,2021-06-10,Oxford/AstraZeneca,370266
5075,Chile,2021-06-10,Pfizer/BioNTech,3738996
5076,Chile,2021-06-10,Sinovac,16014201
5077,Chile,2021-06-11,Oxford/AstraZeneca,371503
5078,Chile,2021-06-11,Pfizer/BioNTech,3755907
5079,Chile,2021-06-11,Sinovac,16171144
5080,Chile,2021-06-12,Oxford/AstraZeneca,371832
5081,Chile,2021-06-12,Pfizer/BioNTech,3758724
5082,Chile,2021-06-12,Sinovac,16200132
5083,Chile,2021-06-13,Oxford/AstraZeneca,371847
5084,Chile,2021-06-13,Pfizer/BioNTech,3759270
5085,Chile,2021-06-13,Sinovac,16201597
5086,Chile,2021-06-14,Oxford/AstraZeneca,373020
5087,Chile,2021-06-14,Pfizer/BioNTech,3791382
5088,Chile,2021-06-14,Sinovac,16386028
5089,Chile,2021-06-15,Oxford/AstraZeneca,373839
5090,Chile,2021-06-15,Pfizer/BioNTech,3844673
5091,Chile,2021-06-15,Sinovac,16539229
5092,Chile,2021-06-16,Oxford/AstraZeneca,374708
5093,Chile,2021-06-16,Pfizer/BioNTech,3916402
5094,Chile,2021-06-16,Sinovac,16689789
5095,Chile,2021-06-17,Oxford/AstraZeneca,375489
5096,Chile,2021-06-17,Pfizer/BioNTech,3983228
5097,Chile,2021-06-17,Sinovac,16803354
5098,Chile,2021-06-18,Oxford/AstraZeneca,376337
5099,Chile,2021-06-18,Pfizer/BioNTech,4020874
5100,Chile,2021-06-18,Sinovac,16869898
5101,Chile,2021-06-19,Oxford/AstraZeneca,376481
5102,Chile,2021-06-19,Pfizer/BioNTech,4032413
5103,Chile,2021-06-19,Sinovac,16894716
5104,Chile,2021-06-20,Oxford/AstraZeneca,376491
5105,Chile,2021-06-20,Pfizer/BioNTech,4033644
5106,Chile,2021-06-20,Sinovac,16897422
5107,Chile,2021-06-21,Oxford/AstraZeneca,376616
5108,Chile,2021-06-21,Pfizer/BioNTech,4043382
5109,Chile,2021-06-21,Sinovac,16907283
5110,Chile,2021-06-22,Oxford/AstraZeneca,378447
5111,Chile,2021-06-22,Pfizer/BioNTech,4206931
5112,Chile,2021-06-22,Sinovac,17047558
5113,Chile,2021-06-23,Oxford/AstraZeneca,380719
5114,Chile,2021-06-23,Pfizer/BioNTech,4322468
5115,Chile,2021-06-23,Sinovac,17169182
5116,Chile,2021-06-24,Oxford/AstraZeneca,384177
5117,Chile,2021-06-24,Pfizer/BioNTech,4408717
5118,Chile,2021-06-24,Sinovac,17269363
5119,Chile,2021-06-25,Oxford/AstraZeneca,388242
5120,Chile,2021-06-25,Pfizer/BioNTech,4481568
5121,Chile,2021-06-25,Sinovac,17353774
5122,Chile,2021-06-26,Oxford/AstraZeneca,389483
5123,Chile,2021-06-26,Pfizer/BioNTech,4502605
5124,Chile,2021-06-26,Sinovac,17374389
5125,Chile,2021-06-27,Oxford/AstraZeneca,389573
5126,Chile,2021-06-27,Pfizer/BioNTech,4504857
5127,Chile,2021-06-27,Sinovac,17376469
5128,Chile,2021-06-28,Oxford/AstraZeneca,389739
5129,Chile,2021-06-28,Pfizer/BioNTech,4507562
5130,Chile,2021-06-28,Sinovac,17378008
5131,Chile,2021-06-29,Oxford/AstraZeneca,395558
5132,Chile,2021-06-29,Pfizer/BioNTech,4641420
5133,Chile,2021-06-29,Sinovac,17456115
5134,Chile,2021-06-30,Oxford/AstraZeneca,399828
5135,Chile,2021-06-30,Pfizer/BioNTech,4773738
5136,Chile,2021-06-30,Sinovac,17501854
5137,Chile,2021-07-01,Oxford/AstraZeneca,402881
5138,Chile,2021-07-01,Pfizer/BioNTech,4909091
5139,Chile,2021-07-01,Sinovac,17532454
5140,Chile,2021-07-02,Oxford/AstraZeneca,405471
5141,Chile,2021-07-02,Pfizer/BioNTech,5007046
5142,Chile,2021-07-02,Sinovac,17562378
5143,Chile,2021-07-03,Oxford/AstraZeneca,406063
5144,Chile,2021-07-03,Pfizer/BioNTech,5030373
5145,Chile,2021-07-03,Sinovac,17573039
5146,Chile,2021-07-04,Oxford/AstraZeneca,406131
5147,Chile,2021-07-04,Pfizer/BioNTech,5033380
5148,Chile,2021-07-04,Sinovac,17574087
5149,Chile,2021-07-05,Oxford/AstraZeneca,409991
5150,Chile,2021-07-05,Pfizer/BioNTech,5127287
5151,Chile,2021-07-05,Sinovac,17621317
5152,Chile,2021-07-06,Oxford/AstraZeneca,413598
5153,Chile,2021-07-06,Pfizer/BioNTech,5196927
5154,Chile,2021-07-06,Sinovac,17671051
5155,Chile,2021-07-07,Oxford/AstraZeneca,416665
5156,Chile,2021-07-07,Pfizer/BioNTech,5290779
5157,Chile,2021-07-07,Sinovac,17731675
5158,Chile,2021-07-08,Oxford/AstraZeneca,418896
5159,Chile,2021-07-08,Pfizer/BioNTech,5367201
5160,Chile,2021-07-08,Sinovac,17805985
5161,Chile,2021-07-09,Oxford/AstraZeneca,421240
5162,Chile,2021-07-09,Pfizer/BioNTech,5436062
5163,Chile,2021-07-09,Sinovac,17870486
5164,Chile,2021-07-10,Oxford/AstraZeneca,422262
5165,Chile,2021-07-10,Pfizer/BioNTech,5461145
5166,Chile,2021-07-10,Sinovac,17886277
5167,Chile,2021-07-11,Oxford/AstraZeneca,422342
5168,Chile,2021-07-11,Pfizer/BioNTech,5464405
5169,Chile,2021-07-11,Sinovac,17887887
5170,Chile,2021-07-12,Oxford/AstraZeneca,425011
5171,Chile,2021-07-12,Pfizer/BioNTech,5551421
5172,Chile,2021-07-12,Sinovac,17974147
5173,Chile,2021-07-13,Oxford/AstraZeneca,426862
5174,Chile,2021-07-13,Pfizer/BioNTech,5654949
5175,Chile,2021-07-13,Sinovac,18050230
5176,Chile,2021-07-14,Oxford/AstraZeneca,428413
5177,Chile,2021-07-14,Pfizer/BioNTech,5729849
5178,Chile,2021-07-14,Sinovac,18134097
5179,Chile,2021-07-15,Oxford/AstraZeneca,431633
5180,Chile,2021-07-15,Pfizer/BioNTech,5796903
5181,Chile,2021-07-15,Sinovac,18226047
5182,Chile,2021-07-16,Oxford/AstraZeneca,431743
5183,Chile,2021-07-16,Pfizer/BioNTech,5799362
5184,Chile,2021-07-16,Sinovac,18228229
5185,Chile,2021-07-17,Oxford/AstraZeneca,432066
5186,Chile,2021-07-17,Pfizer/BioNTech,5808613
5187,Chile,2021-07-17,Sinovac,18242116
5188,Chile,2021-07-18,Pfizer/BioNTech,5809486
5189,Chile,2021-07-18,Sinovac,18243380
5190,Chile,2021-07-19,Oxford/AstraZeneca,433966
5191,Chile,2021-07-19,Pfizer/BioNTech,5868557
5192,Chile,2021-07-19,Sinovac,18303311
5193,Chile,2021-07-20,Oxford/AstraZeneca,435934
5194,Chile,2021-07-20,Pfizer/BioNTech,5948478
5195,Chile,2021-07-20,Sinovac,18354347
5196,Chile,2021-07-21,Oxford/AstraZeneca,438385
5197,Chile,2021-07-21,Pfizer/BioNTech,6008618
5198,Chile,2021-07-21,Sinovac,18395332
5199,Chile,2021-07-22,Oxford/AstraZeneca,440926
5200,Chile,2021-07-22,Pfizer/BioNTech,6053863
5201,Chile,2021-07-22,Sinovac,18424455
5202,Chile,2021-07-23,Oxford/AstraZeneca,444922
5203,Chile,2021-07-23,Pfizer/BioNTech,6142941
5204,Chile,2021-07-23,Sinovac,18446354
5205,Chile,2021-07-24,Oxford/AstraZeneca,446193
5206,Chile,2021-07-24,Pfizer/BioNTech,6158008
5207,Chile,2021-07-24,Sinovac,18463225
5208,Chile,2021-07-25,Oxford/AstraZeneca,446226
5209,Chile,2021-07-25,Pfizer/BioNTech,6159250
5210,Chile,2021-07-25,Sinovac,18464877
5211,Chile,2021-07-26,Oxford/AstraZeneca,449525
5212,Chile,2021-07-26,Pfizer/BioNTech,6198049
5213,Chile,2021-07-26,Sinovac,18478702
5214,Chile,2021-07-27,Oxford/AstraZeneca,452486
5215,Chile,2021-07-27,Pfizer/BioNTech,6235341
5216,Chile,2021-07-27,Sinovac,18488831
5217,Chile,2021-07-28,Oxford/AstraZeneca,454450
5218,Chile,2021-07-28,Pfizer/BioNTech,6261228
5219,Chile,2021-07-28,Sinovac,18495958
5220,Chile,2021-07-29,Oxford/AstraZeneca,456097
5221,Chile,2021-07-29,Pfizer/BioNTech,6343665
5222,Chile,2021-07-29,Sinovac,18501855
5223,Chile,2021-07-30,Oxford/AstraZeneca,457731
5224,Chile,2021-07-30,Pfizer/BioNTech,6414448
5225,Chile,2021-07-30,Sinovac,18506170
5226,Chile,2021-07-31,Oxford/AstraZeneca,458080
5227,Chile,2021-07-31,Pfizer/BioNTech,6423877
5228,Chile,2021-07-31,Sinovac,18507611
5229,Chile,2021-08-01,Oxford/AstraZeneca,458081
5230,Chile,2021-08-01,Pfizer/BioNTech,6424284
5231,Chile,2021-08-01,Sinovac,18507677
5232,Chile,2021-08-02,Oxford/AstraZeneca,459914
5233,Chile,2021-08-02,Pfizer/BioNTech,6430264
5234,Chile,2021-08-02,Sinovac,18623202
5235,Chile,2021-08-03,Oxford/AstraZeneca,462069
5236,Chile,2021-08-03,Pfizer/BioNTech,6436438
5237,Chile,2021-08-03,Sinovac,18753156
5238,Chile,2021-08-04,Oxford/AstraZeneca,463893
5239,Chile,2021-08-04,Pfizer/BioNTech,6494778
5240,Chile,2021-08-04,Sinovac,18757597
5241,Chile,2021-08-05,Oxford/AstraZeneca,465290
5242,Chile,2021-08-05,Pfizer/BioNTech,6536698
5243,Chile,2021-08-05,Sinovac,18760471
5244,Chile,2021-08-06,Oxford/AstraZeneca,466553
5245,Chile,2021-08-06,Pfizer/BioNTech,6567588
5246,Chile,2021-08-06,Sinovac,18762898
5247,Chile,2021-08-07,Oxford/AstraZeneca,466571
5248,Chile,2021-08-07,Pfizer/BioNTech,6568486
5249,Chile,2021-08-07,Sinovac,18763138
5250,Chile,2021-08-08,Oxford/AstraZeneca,466572
5251,Chile,2021-08-08,Pfizer/BioNTech,6568499
5252,Chile,2021-08-08,Sinovac,18763206
5253,Chile,2021-08-09,Oxford/AstraZeneca,467363
5254,Chile,2021-08-09,Pfizer/BioNTech,6576073
5255,Chile,2021-08-09,Sinovac,18853022
5256,Chile,2021-08-10,Oxford/AstraZeneca,468078
5257,Chile,2021-08-10,Pfizer/BioNTech,6583975
5258,Chile,2021-08-10,Sinovac,18931993
5259,Chile,2021-08-11,Oxford/AstraZeneca,469968
5260,Chile,2021-08-11,Pfizer/BioNTech,6698655
5261,Chile,2021-08-11,Sinovac,18936186
5262,Chile,2021-08-12,Oxford/AstraZeneca,471477
5263,Chile,2021-08-12,Pfizer/BioNTech,6773482
5264,Chile,2021-08-12,Sinovac,18941566
5265,Chile,2021-08-13,Oxford/AstraZeneca,472288
5266,Chile,2021-08-13,Pfizer/BioNTech,6820355
5267,Chile,2021-08-13,Sinovac,18945096
5268,Chile,2021-08-14,Oxford/AstraZeneca,472312
5269,Chile,2021-08-14,Pfizer/BioNTech,6821301
5270,Chile,2021-08-14,Sinovac,18945417
5271,Chile,2021-08-15,Oxford/AstraZeneca,472315
5272,Chile,2021-08-15,Pfizer/BioNTech,6821386
5273,Chile,2021-08-15,Sinovac,18945759
5274,Chile,2021-08-16,Oxford/AstraZeneca,473267
5275,Chile,2021-08-16,Pfizer/BioNTech,6825894
5276,Chile,2021-08-16,Sinovac,19000926
5277,Chile,2021-08-17,Oxford/AstraZeneca,474263
5278,Chile,2021-08-17,Pfizer/BioNTech,6830595
5279,Chile,2021-08-17,Sinovac,19053359
